C00401224|21108|2016|2|2|1
C00401224|97405|2016|2|2|1
C00401224|95688|2016|2|2|1
C00401224|78610|2016|3|3|1
C00401224|78610|2016|3|13|2
C00401224|93117|2016|5|5|1
C00401224|22314|2016|5|5|1
C00401224|94080|2016|10|10|1
C00401224|22152|2016|10|10|1
C00401224|22152|2016|3|13|2
C00401224|08873|2016|5|5|1
C00401224|53144|2016|1|1|1
C00401224|20715|2016|1|1|1
C00401224|64145|2016|30|30|1
C00048579|85248|2016|20|20|1
C00342766|75002|2016|156|156|1
C00303024|94019|2016|100|100|1
C00303024|13031|2016|140|140|1
C00495952|98003|2016|50|50|1
C00016683|10017|2016|104|104|1
C00574889|60056|2016|250|250|1
C00574889|96789|2016|10|10|1
C00574889|49684|2016|25|25|1
C00089136|06840|2016|208|208|1
C00089136|23103|2016|100|100|1
C00197228|23220|2016|100|100|1
C00339655|76657|2016|100|100|1
C00164145|78230|2016|118|118|1
C00164145|20002|2016|90|90|1
C00113159|37664|2016|120|120|1
C00603571|27860|2016|100|100|1
C00042366|10001|2016|50|50|1
C00042366|96821|2016|80|80|1
C00042366|02090|2016|25|25|1
C00536573|60064|2016|64|64|1
C00024968|38834|2016|200|200|1
C00108035|80021|2016|108|108|1
C00108035|30329|2016|104|104|1
C00215285|92103|2016|1500|1500|1
C00181826|06107|2016|252|252|1
C00082792|22308|2016|191|191|1
C00365072|63121|2016|57|57|1
C00379768|20171|2016|106|106|1
C00199711|60601|2016|60|60|1
C00185694|53185|2016|75|75|1
C00428623|20001|2016|200|200|1
C00007880|98101|2016|52|52|1
C00161422|33624|2016|11|11|1
C00362624|95932|2016|700|700|1
C00397851|95833|2016|148|148|1
C00009282|23454|2016|208|208|1
C00009282|30339|2016|177|177|1
C00266585|89169|2016|83|83|1
C00008748|92101|2016|50|50|1
C00479246|02111|2016|208|208|1
C00495028|92014|2016|15|15|1
C00448696|39440|2016|100|100|1
C00075820|74037|2016|5000|5000|1
C00337626|10036|2016|100|100|1
C00163832|32259|2016|118|118|1
C00282921|28202|2016|200|200|1
C00248716|19103|2016|192|192|1
C00010603|94601|2016|25|25|1
C00010603|92014|2016|25|25|1
C00010603|91367|2016|10|10|1
C00010603|89450|2016|25|25|1
C00010603|96821|2016|25|25|1
C00010603|95120|2016|10|10|1
C00010603|85310|2016|50|50|1
C00010603|94115|2016|114|114|1
C00010603|44118|2016|10|10|1
C00010603|22206|2016|100|100|1
C00010603|95482|2016|10|10|1
C00010603|70124|2016|50|50|1
C00010603|44124|2016|250|250|1
C00010603|73120|2016|100|100|1
C00577312|45044|2016|50|50|1
C00458844|29615|2016|25|25|1
C00458844|65453|2016|10|10|1
C00458844|44145|2016|25|25|1
C00458844|34997|2016|50|50|1
C00458844|32958|2016|100|100|1
C00458844|79701|2016|1000|1000|1
C00458844|32224|2016|200|200|1
C00186288|10704|2016|100|100|1
C00186288|07059|2016|75|75|1
C00502955|80525|2016|150|150|1
C00236489|67220|2016|208|416|2
C00236489|67220|2016|208|624|3
C00236489|67220|2016|83|707|4
C00000935|55102|2016|1000|1000|1
C00000935|95667|2016|5|5|1
C00000935|95667|2016|5|30|2
C00000935|21044|2016|5|5|1
C00000935|10025|2016|15|15|1
C00000935|43130|2016|35|35|1
C00000935|97086|2016|100|100|1
C00000935|94705|2016|50|50|1
C00000935|50140|2016|25|25|1
C00000935|87111|2016|5|5|1
C00000935|03079|2016|38|38|1
C00000935|55318|2016|9|9|1
C00000935|55318|2016|5|14|2
C00000935|78723|2016|38|38|1
C00000935|64063|2016|15|15|1
C00000935|61349|2016|15|15|1
C00000935|64081|2016|5|10|2
C00000935|94502|2016|25|25|1
C00000935|31410|2016|5|5|1
C00000935|02421|2016|5|5|1
C00000935|83340|2016|10|10|1
C00000935|98118|2016|50|50|1
C00000935|76022|2016|25|25|1
C00000935|10011|2016|50|50|1
C00000935|20901|2016|15|15|1
C00000935|02478|2016|50|50|1
C00000935|21236|2016|100|100|1
C00000935|53190|2016|5|5|1
C00000935|44255|2016|100|100|1
C00000935|10038|2016|100|100|1
C00000935|11791|2016|150|150|1
C00000935|10004|2016|25|50|2
C00000935|02048|2016|15|15|1
C00000935|30809|2016|50|50|1
C00106740|20004|2016|76|76|1
C00370007|21210|2016|50|50|1
C00042366|22101|2016|5000|5000|1
C00042366|21146|2016|8|8|1
C00042366|85020|2016|100|100|1
C00042366|53703|2016|15|15|1
C00042366|02138|2016|25|25|1
C00042366|02806|2016|100|100|1
C00042366|59718|2016|100|100|1
C00042366|90056|2016|25|25|1
C00042366|92869|2016|25|25|1
C00042366|19087|2016|40|40|1
C00042366|33786|2016|35|35|1
C00577981|98029|2016|3|3|1
C00401224|02557|2016|5|5|1
C00401224|33145|2016|2|2|1
C00401224|94954|2016|1|3|2
C00401224|29205|2016|1|1|1
C00401224|80524|2016|1|1|1
C00401224|77057|2016|3|3|1
C00401224|94954|2016|1|4|3
C00401224|94526|2016|1|1|1
C00401224|95409|2016|1|1|1
C00401224|48307|2016|5|5|1
C00401224|48307|2016|5|10|2
C00401224|91362|2016|5|5|1
C00401224|84097|2016|25|25|1
C00401224|60035|2016|5|15|2
C00401224|54548|2016|3|3|1
C00401224|19406|2016|1|1|1
C00401224|52241|2016|2|2|1
C00401224|97401|2016|10|10|1
C00401224|14850|2016|25|25|1
C00401224|30030|2016|1|1|1
C00401224|32967|2016|2|2|1
C00401224|99163|2016|1|1|1
C00401224|75205|2016|1|2|2
C00401224|59803|2016|5|5|1
C00401224|59803|2016|1|6|2
C00401224|11710|2016|5|5|1
C00401224|94502|2016|1|3|2
C00401224|94502|2016|1|5|3
C00401224|84335|2016|2|4|2
C00401224|70360|2016|3|6|2
C00401224|70360|2016|3|16|3
C00401224|97403|2016|1|1|1
C00401224|30080|2016|2|5|2
C00401224|30080|2016|2|8|3
C00401224|90027|2016|3|3|1
C00401224|37923|2016|10|10|1
C00401224|98368|2016|1|1|1
C00401224|20601|2016|3|3|1
C00401224|60022|2016|1|1|1
C00401224|98103|2016|1|1|1
C00401224|94131|2016|2|2|1
C00401224|95617|2016|2|2|1
C00401224|90035|2016|1|1|1
C00401224|05491|2016|2|2|1
C00331835|45150|2016|40|40|1
C00575449|45651|2016|10|10|1
C00575449|97439|2016|50|50|1
C00575449|97048|2016|25|25|1
C00034157|24502|2016|416|416|1
C00341271|17601|2016|100|100|1
C00366559|77546|2016|78|78|1
C00423871|28211|2016|166|166|1
C00141218|20639|2016|80|80|1
C00302844|15143|2016|76|76|1
C00354753|76073|2016|55|55|1
C00108035|30329|2016|55|159|2
C00108035|15139|2016|41|41|1
C00235929|89144|2016|40|40|1
C00239848|20004|2016|41|41|1
C00213512|60616|2016|25|25|1
C00213512|94920|2016|5|5|1
C00213512|07016|2016|15|15|1
C00329896|05401|2016|50|50|1
C00459099|98367|2016|15|15|1
C00162818|19130|2016|154|154|1
C00162818|19130|2016|152|306|2
C00162818|19130|2016|152|524|3
C00416495|07960|2016|100|100|1
C00010470|51526|2016|90|90|1
C00581876|90028|2016|100|100|1
C00588772|30809|2016|2|2|1
C00588772|93212|2016|12|12|1
C00540500|08083|2016|10|10|1
C00574624|77523|2016|35|35|1
C00574624|21550|2016|150|150|1
C00574624|34287|2016|15|15|1
C00511568|33129|2016|35|35|1
C00386029|90045|2016|75|75|1
C00404194|27614|2016|105|105|1
C00035683|06035|2016|166|166|1
C00235036|60196|2016|100|100|1
C00465492|93446|2016|6|6|1
C00465492|19382|2016|20|20|1
C00544288|80303|2016|5|5|1
C00544288|75229|2016|50|50|1
C00574624|78231|2016|250|250|1
C00574624|95630|2016|50|50|1
C00574624|95014|2016|50|50|1
C00574624|21550|2016|100|250|2
C00574624|19034|2016|50|50|1
C00574624|75495|2016|50|50|1
C00574624|95014|2016|25|75|2
C00574624|92637|2016|50|50|1
C00574624|47407|2016|10|10|1
C00574624|38068|2016|15|15|1
C00574624|77598|2016|25|25|1
C00574624|23226|2016|1|1|1
C00574624|10805|2016|5|5|1
C00574624|23226|2016|1|2|2
C00574624|52804|2016|50|50|1
C00574624|23226|2016|1|3|3
C00574624|83801|2016|50|50|1
C00574624|66762|2016|125|125|1
C00574624|23226|2016|1|4|4
C00574624|95338|2016|50|50|1
C00574624|77399|2016|25|25|1
C00574624|47374|2016|50|50|1
C00574624|77879|2016|25|25|1
C00574624|92630|2016|50|50|1
C00574624|73093|2016|5|5|1
C00574624|15301|2016|50|50|1
C00574624|77845|2016|100|100|1
C00574624|35242|2016|5|5|1
C00574624|85351|2016|100|100|1
C00574624|77094|2016|20|20|1
C00574624|47711|2016|25|25|1
C00574624|84060|2016|15|15|1
C00574624|75901|2016|100|100|1
C00574624|93451|2016|10|10|1
C00578856|08831|2016|15|15|1
C00578856|48307|2016|50|50|1
C00574624|20874|2016|500|500|1
C00406215|43054|2016|160|160|1
C00553834|20905|2016|52|52|1
C00365536|10028|2016|100|100|1
C00365536|49024|2016|25|25|1
C00365536|94520|2016|5|5|1
C00348938|19087|2016|96|96|1
C00309567|20176|2016|75|75|1
C00575126|94705|2016|100|100|1
C00007898|73013|2016|100|100|1
C00339655|75230|2016|100|100|1
C00581199|92101|2016|50|50|1
C00462861|94028|2016|100|100|1
C00213611|98040|2016|38|38|1
C00213611|14624|2016|10|10|1
C00245548|60604|2016|105|105|1
C00546119|07480|2016|76|76|1
C00546119|15239|2016|76|76|1
C00580068|77802|2016|15|15|1
C00580068|94611|2016|25|25|1
C00580068|10028|2016|100|100|1
C00580068|77802|2016|15|40|2
C00068692|38125|2016|130|130|1
C00458679|63105|2016|1000|1000|1
C00330019|90064|2016|192|192|1
C00502575|92262|2016|10|10|1
C00502575|94903|2016|50|50|1
C00502575|53704|2016|15|15|1
C00390575|33634|2016|192|192|1
C00390575|33634|2016|38|230|2
C00326363|94589|2016|50|50|1
C00513077|91423|2016|5|5|1
C00513077|92106|2016|25|25|1
C00513077|01905|2016|15|15|1
C00513077|91423|2016|5|10|2
C00422410|55423|2016|49|49|1
C00514331|07901|2016|50|50|1
C00510461|92821|2016|10|10|1
C00510461|84335|2016|15|15|1
C00510461|90065|2016|15|15|1
C00545780|99354|2016|63|63|1
C00558437|07960|2016|50|50|1
C00498568|14456|2016|5|5|1
C00578401|94520|2016|3|3|1
C00578401|30080|2016|25|25|1
C00578401|94520|2016|3|13|2
C00543249|32726|2016|25|25|1
C00445452|22043|2016|25|25|1
C00546077|04401|2016|15|15|1
C00495952|01905|2016|15|15|1
C00127779|07092|2016|39|39|1
C00496836|27310|2016|25|25|1
C00540443|33129|2016|360|360|1
C00576009|90265|2016|100|100|1
C00458000|19707|2016|30|30|1
C00410589|64060|2016|35|35|1
C00410589|66213|2016|28|28|1
C00424838|08536|2016|55|55|1
C00566760|32034|2016|50|50|1
C00496307|45840|2016|35|35|1
C00010603|89503|2016|25|25|1
C00010603|98036|2016|25|25|1
C00010603|22203|2016|10|10|1
C00010603|93105|2016|50|50|1
C00010603|79546|2016|50|50|1
C00010603|24450|2016|25|25|1
C00010603|90212|2016|25|25|1
C00010603|88007|2016|10|10|1
C00010603|10028|2016|110|110|1
C00010603|19072|2016|25|25|1
C00010603|77802|2016|25|25|1
C00010603|89450|2016|25|50|2
C00010603|20906|2016|25|25|1
C00010603|94920|2016|10|10|1
C00048702|20009|2016|150|150|1
C00093054|72712|2016|38|38|1
C00338087|11963|2016|23|23|1
C00283135|71111|2016|85|85|1
C00136739|19034|2016|44|145|2
C00136739|17870|2016|77|77|1
C00235739|76248|2016|56|56|1
C00235739|76034|2016|208|208|1
C00235739|76092|2016|208|624|3
C00408260|07417|2016|83|83|1
C00235739|68520|2016|60|60|1
C00235739|76052|2016|58|58|1
C00304634|22204|2016|41|41|1
C00143305|60647|2016|25|25|1
C00574145|92115|2016|25|25|1
C00144345|08807|2016|40|40|1
C00033704|19709|2016|100|100|1
C00197095|30342|2016|41|41|1
C00009282|25015|2016|100|100|1
C00009282|23508|2016|71|71|1
C00044842|17402|2016|146|146|1
C00042002|27023|2016|68|68|1
C00109017|07006|2016|200|200|1
C00109017|07853|2016|100|100|1
C00109017|78633|2016|100|100|1
C00239848|20004|2016|41|141|2
C00127779|18954|2016|19|19|1
C00127779|18977|2016|115|115|1
C00370007|91024|2016|3|3|1
C00370007|30143|2016|200|200|1
C00514331|07901|2016|41|91|2
C00141218|08046|2016|45|45|1
C00379768|80550|2016|150|150|1
C00197228|60565|2016|60|60|1
C00161786|80205|2016|500|500|1
C00502906|94025|2016|200|200|1
C00008474|92708|2016|50|50|1
C00008474|77056|2016|125|125|1
C00380550|02109|2016|38|38|1
C00097568|80011|2016|123|123|1
C00542431|95864|2016|50|50|1
C00096156|20001|2016|156|352|2
C00096156|20001|2016|71|423|3
C00096156|20001|2016|62|485|4
C00096156|20001|2016|71|653|5
C00096156|20001|2016|71|727|6
C00096156|20001|2016|71|802|7
C00096156|20001|2016|62|863|8
C00096156|20001|2016|71|1043|9
C00096156|20001|2016|62|1077|10
C00096156|20001|2016|62|1148|11
C00369058|20001|2016|38|38|1
C00308676|97225|2016|15|15|1
C00308676|97007|2016|24|24|1
C00040279|60064|2016|33|273|2
C00088591|22042|2016|50|50|1
C00088591|22042|2016|40|90|2
C00445379|10019|2016|5000|5000|1
C00542365|90501|2016|97|97|1
C00125641|95054|2016|208|208|1
C00142711|22202|2016|150|150|1
C00142711|22202|2016|50|200|2
C00142711|22202|2016|50|250|3
C00118943|06060|2016|115|115|1
C00236489|30144|2016|41|41|1
C00108035|94104|2016|41|41|1
C00197228|55121|2016|40|40|1
C00365122|10580|2016|125|125|1
C00193433|65203|2016|100|100|1
C00193433|10023|2016|50|50|1
C00193433|33139|2016|15|15|1
C00495028|78703|2016|20|20|1
C00365072|55439|2016|76|76|1
C00581876|84010|2016|250|250|1
C00573519|07976|2016|75|75|1
C00573519|21042|2016|25|25|1
C00573519|49286|2016|25|25|1
C00573519|40059|2016|100|100|1
C00573519|88355|2016|25|25|1
C00573519|76180|2016|12|12|1
C00573519|46635|2016|100|100|1
C00573519|77381|2016|25|25|1
C00573519|37938|2016|5|5|1
C00573519|99016|2016|25|25|1
C00573519|87035|2016|25|25|1
C00573519|84095|2016|25|25|1
C00573519|48116|2016|25|25|1
C00573519|02864|2016|50|50|1
C00573519|48324|2016|100|100|1
C00573519|97404|2016|10|10|1
C00573519|07976|2016|75|175|2
C00573519|18069|2016|25|25|1
C00573519|27006|2016|100|100|1
C00573519|93463|2016|25|25|1
C00029447|98513|2016|550|550|1
C00177469|94105|2016|285|285|1
C00211250|60091|2016|100|100|1
C00193433|94112|2016|20|20|1
C00193433|85373|2016|6|6|1
C00193433|04421|2016|15|15|1
C00016683|10017|2016|104|208|2
C00035006|77002|2016|100|100|1
C00142596|35226|2016|138|138|1
C00199703|27709|2016|384|384|1
C00562983|94954|2016|100|100|1
C00346353|30092|2016|25|25|1
C00060103|99508|2016|40|40|1
C00076810|48309|2016|50|50|1
C00005249|94024|2016|125|125|1
C00227546|98109|2016|50|50|1
C00075341|10990|2016|39|39|1
C00040923|10036|2016|104|245|2
C00370007|20007|2016|10|10|1
C00370007|23185|2016|2|2|1
C00370007|62902|2016|25|25|1
C00370007|23664|2016|13|13|1
C00542431|33158|2016|250|250|1
C00104299|75201|2016|63|63|1
C00104299|10017|2016|63|63|1
C00104299|10179|2016|63|63|1
C00397851|20721|2016|94|94|1
C00337394|95077|2016|40|40|1
C00253153|37211|2016|150|150|1
C00168864|06155|2016|125|125|1
C00101766|07058|2016|80|80|1
C00008748|92101|2016|50|108|2
C00089136|60126|2016|50|50|1
C00540112|98074|2016|75|75|1
C00467167|22192|2016|50|50|1
C00236489|30303|2016|208|208|1
C00117424|29401|2016|85|85|1
C00570960|55118|2016|25|25|1
C00002469|85213|2016|75|75|1
C00570960|93933|2016|20|20|1
C00027466|92009|2016|100|100|1
C00048165|78265|2016|31|31|1
C00500843|60491|2016|2|2|1
C00420950|75022|2016|50|50|1
C00000422|17751|2016|83|83|1
C00500843|18052|2016|10|10|1
C00040279|60064|2016|33|315|3
C00364778|02903|2016|40|40|1
C00128918|27612|2016|45|45|1
C00241851|75013|2016|120|120|1
C00010470|68133|2016|168|168|1
C00033589|27023|2016|35|35|1
C00197228|28461|2016|50|50|1
C00478404|92166|2016|187|187|1
C00340075|07932|2016|28|28|1
C00016683|10017|2016|55|263|3
C00397851|95833|2016|148|296|2
C00024869|06828|2016|84|84|1
C00493825|60411|2016|50|50|1
C00151175|15222|2016|120|120|1
C00411116|90250|2016|26|26|1
C00503110|94610|2016|5|5|1
C00503110|05401|2016|50|50|1
C00503110|92011|2016|25|25|1
C00503110|85712|2016|25|25|1
C00503110|92115|2016|15|15|1
C00461046|34682|2016|25|25|1
C00001016|62703|2016|85|85|1
C00275529|28208|2016|89|89|1
C00573261|60616|2016|10|10|1
C00573261|10583|2016|5|5|1
C00573261|21561|2016|5|5|1
C00573261|20852|2016|25|25|1
C00573261|08540|2016|25|25|1
C00573261|33707|2016|5|5|1
C00573261|19116|2016|5|5|1
C00573261|48909|2016|10|10|1
C00573261|46228|2016|15|15|1
C00573261|01106|2016|3|3|1
C00573261|49684|2016|5|5|1
C00573261|88007|2016|3|3|1
C00573261|32771|2016|10|10|1
C00573261|48910|2016|20|20|1
C00573261|98387|2016|5|5|1
C00573261|90027|2016|3|3|1
C00577353|93546|2016|1|1|1
C00494856|33433|2016|25|25|1
C00376376|06183|2016|38|38|1
C00376376|06183|2016|38|119|2
C00376376|06183|2016|30|149|3
C00147173|01845|2016|134|134|1
C00298000|53037|2016|50|50|1
C00040923|28277|2016|50|50|1
C00040923|10036|2016|104|370|3
C00255950|75236|2016|41|41|1
C00345793|30004|2016|192|192|1
C00093054|72714|2016|38|38|1
C00003418|38139|2016|2001|2001|1
C00003418|49091|2016|25|25|1
C00003418|15131|2016|25|25|1
C00381954|76092|2016|180|180|1
C00417386|20036|2016|400|400|1
C00385526|27104|2016|100|100|1
C00410589|66216|2016|30|30|1
C00141382|19426|2016|20|20|1
C00010470|68114|2016|265|265|1
C00010470|68131|2016|128|128|1
C00040253|37027|2016|29|29|1
C00002469|44811|2016|150|150|1
C00002469|20732|2016|80|80|1
C00143164|46037|2016|46|46|1
C00153577|16509|2016|120|120|1
C00040394|84108|2016|55|55|1
C00575795|96821|2016|25|25|1
C00035519|46032|2016|38|38|1
C00035519|28211|2016|50|50|1
C00435321|78257|2016|97|97|1
C00383950|35068|2016|25|25|1
C00575795|33701|2016|250|250|1
C00309567|76877|2016|35|35|1
C00478099|11560|2016|250|250|1
C00253294|19123|2016|12|12|1
C00034355|98004|2016|570|570|1
C00035691|77056|2016|25|25|1
C00570960|55304|2016|25|25|1
C00493551|08807|2016|25|25|1
C00493551|07962|2016|31|31|1
C00575795|55347|2016|200|200|1
C00362210|22307|2016|104|104|1
C00072769|46205|2016|208|208|1
C00402545|50701|2016|105|105|1
C00580068|02025|2016|25|25|1
C00580068|05491|2016|15|15|1
C00458844|81620|2016|250|250|1
C00365684|52498|2016|50|50|1
C00003590|15201|2016|19|19|1
C00003590|30176|2016|19|19|1
C00575548|10025|2016|50|50|1
C00575548|93720|2016|25|25|1
C00575548|19038|2016|25|25|1
C00575548|10022|2016|25|25|1
C00575548|87507|2016|100|100|1
C00575548|93212|2016|35|35|1
C00575548|08807|2016|2|2|1
C00575548|05401|2016|50|50|1
C00143867|30189|2016|30|30|1
C00575795|10583|2016|250|250|1
C00252684|98642|2016|50|50|1
C00518654|22302|2016|250|250|1
C00312223|27502|2016|153|153|1
C00312223|27713|2016|34|34|1
C00423871|28210|2016|100|100|1
C00151175|15222|2016|87|207|2
C00388462|50010|2016|41|41|1
C00388462|67101|2016|43|43|1
C00575795|10025|2016|250|250|1
C00472704|98685|2016|250|250|1
C00021121|14216|2016|20|20|1
C00613752|06831|2016|10800|10800|1
C00164145|78231|2016|29|29|1
C00164145|78212|2016|57|57|1
C00164145|78163|2016|29|29|1
C00348938|19083|2016|40|40|1
C00407635|06897|2016|50|50|1
C00279216|10502|2016|27|27|1
C00410126|94062|2016|84|84|1
C00575340|20850|2016|283|283|1
C00558510|22101|2016|500|500|1
C00525071|91739|2016|50|50|1
C00396895|37027|2016|20|20|1
C00386029|64105|2016|40|40|1
C00235036|19103|2016|75|75|1
C00107300|76155|2016|20|20|1
C00003590|45011|2016|20|20|1
C00003590|49445|2016|19|19|1
C00497115|15241|2016|340|340|1
C00574889|98249|2016|10|10|1
C00320218|95678|2016|39|39|1
C00320218|95828|2016|41|41|1
C00320218|95747|2016|53|53|1
C00320218|94565|2016|43|43|1
C00113159|37659|2016|25|25|1
C00445452|20036|2016|500|500|1
C00485102|75081|2016|100|100|1
C00575795|93117|2016|250|250|1
C00511568|93001|2016|35|35|1
C00607416|16701|2016|2700|2700|1
C00165878|71423|2016|31|31|1
C00127258|18078|2016|86|86|1
C00011114|50313|2016|70|70|1
C00011114|50313|2016|44|114|2
C00011114|33004|2016|83|83|1
C00412213|45769|2016|100|100|1
C00128512|85004|2016|32|32|1
C00142711|22202|2016|30|280|4
C00142711|22202|2016|50|472|5
C00142711|22202|2016|50|547|6
C00142711|22202|2016|50|622|7
C00142711|22202|2016|40|662|8
C00088591|22042|2016|40|130|3
C00575795|03084|2016|500|500|1
C00337626|10036|2016|62|162|2
C00545947|22030|2016|1000|1000|1
C00465971|22207|2016|500|500|1
C00024679|22901|2016|5000|5000|1
C00101485|77479|2016|220|220|1
C00430397|28031|2016|40|40|1
C00096156|20001|2016|65|1213|12
C00238725|03037|2016|40|40|1
C00096156|20001|2016|62|1247|13
C00096156|20001|2016|62|1342|14
C00096156|20001|2016|62|1371|15
C00096156|20001|2016|61|1416|16
C00096156|20001|2016|45|1455|17
C00096156|20001|2016|39|1491|18
C00039321|44646|2016|20|20|1
C00514893|98367|2016|1|1|1
C00095869|20004|2016|45|45|1
C00367920|68022|2016|92|92|1
C00010603|10462|2016|3|3|1
C00010603|08861|2016|50|50|1
C00010603|36561|2016|10|10|1
C00010603|03079|2016|25|25|1
C00010603|40403|2016|10|10|1
C00010603|81252|2016|25|25|1
C00010603|77059|2016|50|50|1
C00010603|88007|2016|10|35|2
C00010603|94611|2016|10|10|1
C00010603|70124|2016|50|100|2
C00404194|27516|2016|75|75|1
C00010603|94904|2016|25|25|1
C00337733|10462|2016|44|44|1
C00010603|11215|2016|10|10|1
C00542365|41018|2016|40|40|1
C00140855|15074|2016|200|200|1
C00543371|94107|2016|115|115|1
C00275123|22202|2016|60|60|1
C00186288|20016|2016|153|153|1
C00186288|60142|2016|27|27|1
C00431551|06870|2016|115|115|1
C00142711|22202|2016|50|712|9
C00142711|22202|2016|50|762|10
C00142711|22202|2016|50|957|11
C00142711|22202|2016|50|1107|12
C00495028|20852|2016|25|25|1
C00495028|20852|2016|25|75|2
C00495028|78703|2016|8|28|2
C00109546|78249|2016|48|48|1
C00109546|78249|2016|41|89|2
C00109546|78249|2016|41|173|3
C00109546|78249|2016|41|293|4
C00109546|78249|2016|41|311|5
C00582809|30809|2016|15|15|1
C00151340|94303|2016|125|125|1
C00365072|63121|2016|38|95|2
C00080515|78681|2016|40|40|1
C00136739|19034|2016|44|214|3
C00360354|98144|2016|50|50|1
C00136739|19034|2016|44|268|4
C00580100|63537|2016|80|80|1
C00337733|10704|2016|56|56|1
C00035451|03255|2016|50|50|1
C00039321|10577|2016|192|192|1
C00371948|60487|2016|52|52|1
C00043489|28255|2016|25|25|1
C00255695|14613|2016|75|75|1
C00236489|19808|2016|120|120|1
C00029504|79036|2016|61|61|1
C00093963|60605|2016|208|208|1
C00204099|53597|2016|62|62|1
C00204099|52001|2016|45|45|1
C00119008|77406|2016|100|100|1
C00040253|60026|2016|58|58|1
C00101410|21076|2016|40|40|1
C00121368|75039|2016|400|400|1
C00365502|24503|2016|98|98|1
C00161422|33594|2016|22|22|1
C00008474|10013|2016|60|60|1
C00248716|19103|2016|38|230|2
C00199257|94022|2016|41|41|1
C00248716|77040|2016|38|38|1
C00248716|19103|2016|38|340|3
C00002469|63367|2016|125|125|1
C00550988|33431|2016|208|208|1
C00231951|80023|2016|25|25|1
C00148031|61552|2016|114|114|1
C00302844|15601|2016|28|28|1
C00234120|77479|2016|45|45|1
C00099234|06473|2016|50|50|1
C00096156|20001|2016|39|1515|19
C00096156|20001|2016|39|1725|20
C00096156|20001|2016|39|1796|21
C00573519|97424|2016|75|75|1
C00158881|07739|2016|250|250|1
C00104299|10179|2016|42|105|2
C00104299|75201|2016|63|126|2
C00400929|28269|2016|28|28|1
C00573519|98257|2016|200|200|1
C00479246|94105|2016|104|104|1
C00437566|76179|2016|40|40|1
C00573519|43967|2016|300|300|1
C00365122|94602|2016|75|75|1
C00337626|10036|2016|50|212|3
C00199711|60601|2016|45|105|2
C00199711|60601|2016|45|165|3
C00455378|96748|2016|30|30|1
C00332833|43035|2016|76|76|1
C00109819|20001|2016|52|52|1
C00151175|15222|2016|67|274|3
C00042002|60564|2016|180|180|1
C00419911|65109|2016|25|25|1
C00027466|35031|2016|200|200|1
C00027466|92009|2016|100|200|2
C00495028|08736|2016|5|5|1
